Seq,AOU,English_Common_Name,French_Common_Name,Spanish_Common_Name,ORDER,Family,Genus,Species
------,-----,--------------------------------------------------,--------------------------------------------------,--------------------------------------------------,--------------------------------------------------,--------------------------------------------------,--------------------------------------------------,--------------------------------------------------
4,10010,Great Tinamou,Grand Tinamou,Tinamus major,Tinamiformes,Tinamidae,Tinamus,major
7,10030,Little Tinamou,Tinamou soui,Crypturellus soui,Tinamiformes,Tinamidae,Crypturellus,soui
10,40080,Thicket Tinamou,Tinamou cannelle,Crypturellus cinnamomeus,Tinamiformes,Tinamidae,Crypturellus,cinnamomeus
13,10050,Slaty-breasted Tinamou,Tinamou de Boucard,Crypturellus boucardi,Tinamiformes,Tinamidae,Crypturellus,boucardi
16,1770,Black-bellied Whistling-Duck,Dendrocygne ? ventre noir,Dendrocygna autumnalis,Anseriformes,Anatidae,Dendrocygna,autumnalis
19,10200,West Indian Whistling-Duck,Dendrocygne des Antilles,Dendrocygna arborea,Anseriformes,Anatidae,Dendrocygna,arborea
22,1780,Fulvous Whistling-Duck,Dendrocygne fauve,Dendrocygna bicolor,Anseriformes,Anatidae,Dendrocygna,bicolor
25,20590,Swan Goose,Oie cygno?de,Anser cygnoides,Anseriformes,Anatidae,Anser,cygnoides
28,1711,Taiga Bean-Goose,Oie des moissons,Anser fabalis,Anseriformes,Anatidae,Anser,fabalis
31,1714,Tundra Bean-Goose,Oie de la toundra,Anser serrirostris,Anseriformes,Anatidae,Anser,serrirostris
34,1712,Pink-footed Goose,Oie ? bec court,Anser brachyrhynchus,Anseriformes,Anatidae,Anser,brachyrhynchus
37,1710,Greater White-fronted Goose,Oie rieuse,Anser albifrons,Anseriformes,Anatidae,Anser,albifrons
40,1713,Lesser White-fronted Goose,Oie naine,Anser erythropus,Anseriformes,Anatidae,Anser,erythropus
43,20600,Graylag Goose,Oie cendr?e,Anser anser,Anseriformes,Anatidae,Anser,anser
46,1760,Emperor Goose,Oie empereur,Chen canagica,Anseriformes,Anatidae,Chen,canagica
49,1690,Snow Goose,Oie des neiges,Chen caerulescens,Anseriformes,Anatidae,Chen,caerulescens
52,1691,(Blue Goose) Snow Goose,Oie des neiges (forme bleue),Chen caerulescens (blue form),Anseriformes,Anatidae,Chen,caerulescens (blue form)
55,1700,Ross's Goose,Oie de Ross,Chen rossii,Anseriformes,Anatidae,Chen,rossii
58,1730,Brant,Bernache cravant (groupe bernicla),Branta bernicla,Anseriformes,Anatidae,Branta,bernicla
61,1740,(Black Brant) Brant,Bernache cravant (groupe nigricans),Branta bernicla nigricans,Anseriformes,Anatidae,Branta,bernicla nigricans
64,1750,Barnacle Goose,Bernache nonnette,Branta leucopsis,Anseriformes,Anatidae,Branta,leucopsis
67,1725,Cackling Goose,Bernache de Hutchins,Branta hutchinsii,Anseriformes,Anatidae,Branta,hutchinsii
70,1720,Canada Goose,Bernache du Canada,Branta canadensis,Anseriformes,Anatidae,Branta,canadensis
76,1782,Mute Swan,Cygne tubercul?,Cygnus olor,Anseriformes,Anatidae,Cygnus,olor
79,80380,Black Swan,Cygne noir,Cygnus atratus,Anseriformes,Anatidae,Cygnus,atratus
82,1810,Trumpeter Swan,Cygne trompette,Cygnus buccinator,Anseriformes,Anatidae,Cygnus,buccinator
85,1800,Tundra Swan,Cygne siffleur,Cygnus columbianus,Anseriformes,Anatidae,Cygnus,columbianus
88,1790,Whooper Swan,Cygne chanteur,Cygnus cygnus,Anseriformes,Anatidae,Cygnus,cygnus
91,20630,Egyptian Goose,Ouette d'?gypte,Alopochen aegyptiaca,Anseriformes,Anatidae,Alopochen,aegyptiaca
94,10210,Muscovy Duck,Canard musqu?,Cairina moschata,Anseriformes,Anatidae,Cairina,moschata
97,1440,Wood Duck,Canard branchu,Aix sponsa,Anseriformes,Anatidae,Aix,sponsa
100,20670,Mandarin Duck,Canard mandarin,Aix galericulata,Anseriformes,Anatidae,Aix,galericulata
103,1350,Gadwall,Canard chipeau,Anas strepera,Anseriformes,Anatidae,Anas,strepera
106,1371,Falcated Duck,Canard ? faucilles,Anas falcata,Anseriformes,Anatidae,Anas,falcata
109,1360,Eurasian Wigeon,Canard siffleur,Anas penelope,Anseriformes,Anatidae,Anas,penelope
112,1370,American Wigeon,Canard d'Am?rique,Anas americana,Anseriformes,Anatidae,Anas,americana
115,1330,American Black Duck,Canard noir,Anas rubripes,Anseriformes,Anatidae,Anas,rubripes
118,1320,Mallard,Canard colvert,Anas platyrhynchos,Anseriformes,Anatidae,Anas,platyrhynchos
121,1331,(Mexican Duck) Mallard,Canard du Mexique,Anas platyrhynchos diazi,Anseriformes,Anatidae,Anas,platyrhynchos diazi
124,1340,Mottled Duck,Canard brun,Anas fulvigula,Anseriformes,Anatidae,Anas,fulvigula
127,1326,hybrid Mallard x Black Duck or Mottled Duck,hybride Canard colvert x Canard noir,Anas platyrhynchos x rubripes or fulvigula,Anseriformes,Anatidae,Anas,platyrhynchos x rubripes or fulvigula
136,1341,Eastern Spot-billed Duck,Canard de Chine,Anas zonorhyncha,Anseriformes,Anatidae,Anas,zonorhyncha
139,1400,Blue-winged Teal,Sarcelle ? ailes bleues,Anas discors,Anseriformes,Anatidae,Anas,discors
142,1410,Cinnamon Teal,Sarcelle cannelle,Anas cyanoptera,Anseriformes,Anatidae,Anas,cyanoptera
145,1420,Northern Shoveler,Canard souchet,Anas clypeata,Anseriformes,Anatidae,Anas,clypeata
148,1431,White-cheeked Pintail,Canard des Bahamas,Anas bahamensis,Anseriformes,Anatidae,Anas,bahamensis
151,1430,Northern Pintail,Canard pilet,Anas acuta,Anseriformes,Anatidae,Anas,acuta
154,1392,Garganey,Sarcelle d'?t?,Anas querquedula,Anseriformes,Anatidae,Anas,querquedula
157,1391,Baikal Teal,Sarcelle ?l?gante,Anas formosa,Anseriformes,Anatidae,Anas,formosa
160,1390,Green-winged Teal,Sarcelle d'hiver,Anas crecca,Anseriformes,Anatidae,Anas,crecca
163,1470,Canvasback,Fuligule ? dos blanc,Aythya valisineria,Anseriformes,Anatidae,Aythya,valisineria
166,1460,Redhead,Fuligule ? t?te rouge,Aythya americana,Anseriformes,Anatidae,Aythya,americana
169,1461,Common Pochard,Fuligule milouin,Aythya ferina,Anseriformes,Anatidae,Aythya,ferina
172,1500,Ring-necked Duck,Fuligule ? collier,Aythya collaris,Anseriformes,Anatidae,Aythya,collaris
175,1491,Tufted Duck,Fuligule morillon,Aythya fuligula,Anseriformes,Anatidae,Aythya,fuligula
178,1480,Greater Scaup,Fuligule milouinan,Aythya marila,Anseriformes,Anatidae,Aythya,marila
181,1490,Lesser Scaup,Petit Fuligule,Aythya affinis,Anseriformes,Anatidae,Aythya,affinis
184,1489,unid. Greater Scaup / Lesser Scaup,unid Fuligule milouinan / Petit Fuligule,Aythya marila / affinis,Anseriformes,Anatidae,Aythya,marila / affinis
187,1570,Steller's Eider,Eider de Steller,Polysticta stelleri,Anseriformes,Anatidae,Polysticta,stelleri
190,1580,Spectacled Eider,Eider ? lunettes,Somateria fischeri,Anseriformes,Anatidae,Somateria,fischeri
193,1620,King Eider,Eider ? t?te grise,Somateria spectabilis,Anseriformes,Anatidae,Somateria,spectabilis
196,1590,Common Eider,Eider ? duvet,Somateria mollissima,Anseriformes,Anatidae,Somateria,mollissima
199,1550,Harlequin Duck,Arlequin plongeur,Histrionicus histrionicus,Anseriformes,Anatidae,Histrionicus,histrionicus
202,1660,Surf Scoter,Macreuse ? front blanc,Melanitta perspicillata,Anseriformes,Anatidae,Melanitta,perspicillata
205,1650,White-winged Scoter,Macreuse brune,Melanitta fusca,Anseriformes,Anatidae,Melanitta,fusca
208,1630,Black Scoter,Macreuse noire,Melanitta americana,Anseriformes,Anatidae,Melanitta,americana
211,1657,unid. Scoter,unid macreuse sp.,Melanitta perspicillata / fusca / americana,Anseriformes,Anatidae,Melanitta,perspicillata / fusca / americana
214,1540,Long-tailed Duck,Harelde kakawi,Clangula hyemalis,Anseriformes,Anatidae,Clangula,hyemalis
217,1530,Bufflehead,Petit Garrot,Bucephala albeola,Anseriformes,Anatidae,Bucephala,albeola
220,1510,Common Goldeneye,Garrot ? oeil d'or,Bucephala clangula,Anseriformes,Anatidae,Bucephala,clangula
223,1520,Barrow's Goldeneye,Garrot d'Islande,Bucephala islandica,Anseriformes,Anatidae,Bucephala,islandica
226,1512,unid. Common Goldeneye / Barrow's Goldeneye,unid Garrot ? oeil d'or / Garrot d'Islande,Bucephala clangula / islandica,Anseriformes,Anatidae,Bucephala,clangula / islandica
229,1311,Smew,Harle piette,Mergellus albellus,Anseriformes,Anatidae,Mergellus,albellus
232,1310,Hooded Merganser,Harle couronn?,Lophodytes cucullatus,Anseriformes,Anatidae,Lophodytes,cucullatus
235,1290,Common Merganser,Grand Harle,Mergus merganser,Anseriformes,Anatidae,Mergus,merganser
238,1300,Red-breasted Merganser,Harle hupp?,Mergus serrator,Anseriformes,Anatidae,Mergus,serrator
241,1680,Masked Duck,?rismature routoutou,Nomonyx dominicus,Anseriformes,Anatidae,Nomonyx,dominicus
244,1670,Ruddy Duck,?rismature rousse,Oxyura jamaicensis,Anseriformes,Anatidae,Oxyura,jamaicensis
247,3110,Plain Chachalaca,Ortalide chacamel,Ortalis vetula,Galliformes,Cracidae,Ortalis,vetula
250,10572,Rufous-bellied Chachalaca,Ortalide ? ventre marron,Ortalis wagleri,Galliformes,Cracidae,Ortalis,wagleri
253,10570,West Mexican Chachalaca,Ortalide de Wagler,Ortalis poliocephala,Galliformes,Cracidae,Ortalis,poliocephala
256,10571,White-bellied Chachalaca,Ortalide ? ventre blanc,Ortalis leucogastra,Galliformes,Cracidae,Ortalis,leucogastra
259,10600,Crested Guan,P?n?lope panach?e,Penelope purpurascens,Galliformes,Cracidae,Penelope,purpurascens
262,10590,Highland Guan,P?n?lope pajuil,Penelopina nigra,Galliformes,Cracidae,Penelopina,nigra
265,10610,Horned Guan,Or?ophase cornu,Oreophasis derbianus,Galliformes,Cracidae,Oreophasis,derbianus
268,10620,Great Curassow,Grand Hocco,Crax rubra,Galliformes,Cracidae,Crax,rubra
271,2961,Helmeted Guineafowl,Pintade de Numidie,Numida meleagris,Galliformes,Numididae,Numida,meleagris
274,10650,Bearded Wood-Partridge,Colin barbu,Dendrortyx barbatus,Galliformes,Odontophoridae,Dendrortyx,barbatus
277,10640,Long-tailed Wood-Partridge,Colin ? longue queue,Dendrortyx macroura,Galliformes,Odontophoridae,Dendrortyx,macroura
280,10660,Buffy-crowned Wood-Partridge,Colin ? sourcils blancs,Dendrortyx leucophrys,Galliformes,Odontophoridae,Dendrortyx,leucophrys
283,2920,Mountain Quail,Colin des montagnes,Oreortyx pictus,Galliformes,Odontophoridae,Oreortyx,pictus
286,2930,Scaled Quail,Colin ?caill?,Callipepla squamata,Galliformes,Odontophoridae,Callipepla,squamata
289,10780,Elegant Quail,Colin ?l?gant,Callipepla douglasii,Galliformes,Odontophoridae,Callipepla,douglasii
292,2940,California Quail,Colin de Californie,Callipepla californica,Galliformes,Odontophoridae,Callipepla,californica
295,2950,Gambel's Quail,Colin de Gambel,Callipepla gambelii,Galliformes,Odontophoridae,Callipepla,gambelii
298,10770,Banded Quail,Colin barr?,Philortyx fasciatus,Galliformes,Odontophoridae,Philortyx,fasciatus
301,2890,Northern Bobwhite,Colin de Virginie,Colinus virginianus,Galliformes,Odontophoridae,Colinus,virginianus
304,10760,Black-throated Bobwhite,Colin ? gorge noire,Colinus nigrogularis,Galliformes,Odontophoridae,Colinus,nigrogularis
307,10710,Spotted Wood-Quail,Tocro tachet?,Odontophorus guttatus,Galliformes,Odontophoridae,Odontophorus,guttatus
310,10720,Singing Quail,Colin chanteur,Dactylortyx thoracicus,Galliformes,Odontophoridae,Dactylortyx,thoracicus
313,2960,Montezuma Quail,Colin arlequin,Cyrtonyx montezumae,Galliformes,Odontophoridae,Cyrtonyx,montezumae
316,10730,Ocellated Quail,Colin ocell?,Cyrtonyx ocellatus,Galliformes,Odontophoridae,Cyrtonyx,ocellatus
319,2882,Chukar,Perdrix choukar,Alectoris chukar,Galliformes,Phasianidae,Alectoris,chukar
325,2883,Black Francolin,Francolin noir,Francolinus francolinus,Galliformes,Phasianidae,Francolinus,francolinus
331,21430,Himalayan Snowcock,T?traogalle de l'Himalaya,Tetraogallus himalayensis,Galliformes,Phasianidae,Tetraogallus,himalayensis
334,2881,Gray Partridge,Perdrix grise,Perdix perdix,Galliformes,Phasianidae,Perdix,perdix
340,3094,Red Junglefowl,Coq bankiva,Gallus gallus,Galliformes,Phasianidae,Gallus,gallus
346,3091,Ring-necked Pheasant,Faisan de Colchide,Phasianus colchicus,Galliformes,Phasianidae,Phasianus,colchicus
349,3095,Common Peafowl,Paon bleu,Pavo cristatus,Galliformes,Phasianidae,Pavo,cristatus
352,3000,Ruffed Grouse,G?linotte hupp?e,Bonasa umbellus,Galliformes,Phasianidae,Bonasa,umbellus
355,3090,Greater Sage-Grouse,T?tras des armoises,Centrocercus urophasianus,Galliformes,Phasianidae,Centrocercus,urophasianus
358,3089,Gunnison Sage-Grouse,T?tras du Gunnison,Centrocercus minimus,Galliformes,Phasianidae,Centrocercus,minimus
361,2980,Spruce Grouse,T?tras du Canada,Falcipennis canadensis,Galliformes,Phasianidae,Falcipennis,canadensis
364,3010,Willow Ptarmigan,Lagop?de des saules,Lagopus lagopus,Galliformes,Phasianidae,Lagopus,lagopus
367,3020,Rock Ptarmigan,Lagop?de alpin,Lagopus muta,Galliformes,Phasianidae,Lagopus,muta
370,3040,White-tailed Ptarmigan,Lagop?de ? queue blanche,Lagopus leucura,Galliformes,Phasianidae,Lagopus,leucura
373,2970,Dusky Grouse,T?tras sombre,Dendragapus obscurus,Galliformes,Phasianidae,Dendragapus,obscurus
376,2971,Sooty Grouse,T?tras de suie,Dendragapus fuliginosus,Galliformes,Phasianidae,Dendragapus,fuliginosus
379,2973,unid. Dusky Grouse / Sooty Grouse,unid T?tras sombre / T?tras fuligineux,Dendragapus obscurus / fuliginosus,Galliformes,Phasianidae,Dendragapus,obscurus / fuliginosus
382,3080,Sharp-tailed Grouse,T?tras ? queue fine,Tympanuchus phasianellus,Galliformes,Phasianidae,Tympanuchus,phasianellus
385,3050,Greater Prairie-Chicken,T?tras des prairies,Tympanuchus cupido,Galliformes,Phasianidae,Tympanuchus,cupido
388,3070,Lesser Prairie-Chicken,T?tras p?le,Tympanuchus pallidicinctus,Galliformes,Phasianidae,Tympanuchus,pallidicinctus
391,3100,Wild Turkey,Dindon sauvage,Meleagris gallopavo,Galliformes,Phasianidae,Meleagris,gallopavo
394,10630,Ocellated Turkey,Dindon ocell?,Meleagris ocellata,Galliformes,Phasianidae,Meleagris,ocellata
397,110,Red-throated Loon,Plongeon catmarin,Gavia stellata,Gaviiformes,Gaviidae,Gavia,stellata
400,90,Arctic Loon,Plongeon arctique,Gavia arctica,Gaviiformes,Gaviidae,Gavia,arctica
403,100,Pacific Loon,Plongeon du Pacifique,Gavia pacifica,Gaviiformes,Gaviidae,Gavia,pacifica
406,101,unid. Arctic Loon / Pacific Loon,unid Plongeon Arctique / Pacifique,Gavia arctica / pacifica,Gaviiformes,Gaviidae,Gavia,arctica / pacifica
409,70,Common Loon,Plongeon huard,Gavia immer,Gaviiformes,Gaviidae,Gavia,immer
412,80,Yellow-billed Loon,Plongeon ? bec blanc,Gavia adamsii,Gaviiformes,Gaviidae,Gavia,adamsii
415,77,unid. Loon,plongeon sp.,Gavia sp.,Gaviiformes,Gaviidae,Gavia,sp.
418,50,Least Grebe,Gr?be minime,Tachybaptus dominicus,Podicipediformes,Podicipedidae,Tachybaptus,dominicus
421,60,Pied-billed Grebe,Gr?be ? bec bigarr?,Podilymbus podiceps,Podicipediformes,Podicipedidae,Podilymbus,podiceps
424,30,Horned Grebe,Gr?be esclavon,Podiceps auritus,Podicipediformes,Podicipedidae,Podiceps,auritus
427,20,Red-necked Grebe,Gr?be jougris,Podiceps grisegena,Podicipediformes,Podicipedidae,Podiceps,grisegena
430,40,Eared Grebe,Gr?be ? cou noir,Podiceps nigricollis,Podicipediformes,Podicipedidae,Podiceps,nigricollis
433,10,Western Grebe,Gr?be ?l?gant,Aechmophorus occidentalis,Podicipediformes,Podicipedidae,Aechmophorus,occidentalis
436,11,Clark's Grebe,Gr?be ? face blanche,Aechmophorus clarkii,Podicipediformes,Podicipedidae,Aechmophorus,clarkii
439,12,unid. Western Grebe / Clark's Grebe,unid Gr?be ?l?gant / Gr?be ? face blanche,Aechmophorus occidentalis / clarkii,Podicipediformes,Podicipedidae,Aechmophorus,occidentalis / clarkii
442,1820,American Flamingo,Flamant des Cara?bes,Phoenicopterus ruber,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,ruber
445,830,Yellow-nosed Albatross,Albatros ? nez jaune,Thalassarche chlororhynchos,Procellariiformes,Diomedeidae,Thalassarche,chlororhynchos
448,823,Shy Albatross,Albatros ? cape blanche,Thalassarche cauta,Procellariiformes,Diomedeidae,Thalassarche,cauta
451,822,Black-browed Albatross,Albatros ? sourcils noirs,Thalassarche melanophris,Procellariiformes,Diomedeidae,Thalassarche,melanophris
457,811,Wandering Albatross,Albatros hurleur,Diomedea exulans,Procellariiformes,Diomedeidae,Diomedea,exulans
460,821,Laysan Albatross,Albatros de Laysan,Phoebastria immutabilis,Procellariiformes,Diomedeidae,Phoebastria,immutabilis
463,810,Black-footed Albatross,Albatros ? pieds noirs,Phoebastria nigripes,Procellariiformes,Diomedeidae,Phoebastria,nigripes
466,820,Short-tailed Albatross,Albatros ? queue courte,Phoebastria albatrus,Procellariiformes,Diomedeidae,Phoebastria,albatrus
469,860,Northern Fulmar,Fulmar bor?al,Fulmarus glacialis,Procellariiformes,Procellariidae,Fulmarus,glacialis
472,50400,Great-winged Petrel,P?trel noir,Pterodroma macroptera,Procellariiformes,Procellariidae,Pterodroma,macroptera
475,984,Kermadec Petrel,P?trel des Kermadec,Pterodroma neglecta,Procellariiformes,Procellariidae,Pterodroma,neglecta
478,986,Herald Petrel,P?trel de la Trinit? du Sud,Pterodroma arminjoniana,Procellariiformes,Procellariidae,Pterodroma,arminjoniana
481,1001,Murphy's Petrel,P?trel de Murphy,Pterodroma ultima,Procellariiformes,Procellariidae,Pterodroma,ultima
484,990,Mottled Petrel,P?trel macul?,Pterodroma inexpectata,Procellariiformes,Procellariidae,Pterodroma,inexpectata
487,981,Bermuda Petrel,P?trel des Bermudes,Pterodroma cahow,Procellariiformes,Procellariidae,Pterodroma,cahow
490,980,Black-capped Petrel,P?trel diablotin,Pterodroma hasitata,Procellariiformes,Procellariidae,Pterodroma,hasitata
493,9870,Juan Fernandez Petrel,P?trel de Juan Fernandez,Pterodroma externa,Procellariiformes,Procellariidae,Pterodroma,externa
496,985,Galapagos Petrel,P?trel des Galapagos,Pterodroma phaeopygia,Procellariiformes,Procellariidae,Pterodroma,phaeopygia
511,983,Cook's Petrel,P?trel de Cook,Pterodroma cookii,Procellariiformes,Procellariidae,Pterodroma,cookii
514,1003,Stejneger's Petrel,P?trel de Stejneger,Pterodroma longirostris,Procellariiformes,Procellariidae,Pterodroma,longirostris
517,20060,Tahiti Petrel,P?trel de Tahiti,Pterodroma rostrata,Procellariiformes,Procellariidae,Pterodroma,rostrata
520,1010,Bulwer's Petrel,P?trel de Bulwer,Bulweria bulwerii,Procellariiformes,Procellariidae,Bulweria,bulwerii
529,1008,Parkinson's Petrel,Puffin de Parkinson,Procellaria parkinsoni,Procellariiformes,Procellariidae,Procellaria,parkinsoni
532,881,Streaked Shearwater,Puffin leucom?le,Calonectris leucomelas,Procellariiformes,Procellariidae,Calonectris,leucomelas
535,880,Cory's Shearwater,Puffin cendr?,Calonectris diomedea,Procellariiformes,Procellariidae,Calonectris,diomedea
541,910,Pink-footed Shearwater,Puffin ? pieds roses,Puffinus creatopus,Procellariiformes,Procellariidae,Puffinus,creatopus
544,951,Flesh-footed Shearwater,Puffin ? pieds p?les,Puffinus carneipes,Procellariiformes,Procellariidae,Puffinus,carneipes
547,890,Great Shearwater,Puffin majeur,Puffinus gravis,Procellariiformes,Procellariidae,Puffinus,gravis
550,961,Wedge-tailed Shearwater,Puffin fouquet,Puffinus pacificus,Procellariiformes,Procellariidae,Puffinus,pacificus
553,962,Buller's Shearwater,Puffin de Buller,Puffinus bulleri,Procellariiformes,Procellariidae,Puffinus,bulleri
556,950,Sooty Shearwater,Puffin fuligineux,Puffinus griseus,Procellariiformes,Procellariidae,Puffinus,griseus
559,960,Short-tailed Shearwater,Puffin ? bec gr?le,Puffinus tenuirostris,Procellariiformes,Procellariidae,Puffinus,tenuirostris
562,963,Christmas Shearwater,Puffin de la Nativit?,Puffinus nativitatis,Procellariiformes,Procellariidae,Puffinus,nativitatis
565,900,Manx Shearwater,Puffin des Anglais,Puffinus puffinus,Procellariiformes,Procellariidae,Puffinus,puffinus
568,931,Townsend's Shearwater,Puffin de Townsend,Puffinus auricularis,Procellariiformes,Procellariidae,Puffinus,auricularis
571,930,Black-vented Shearwater,Puffin cul-noir,Puffinus opisthomelas,Procellariiformes,Procellariidae,Puffinus,opisthomelas
574,920,Audubon's Shearwater,Puffin d'Audubon,Puffinus lherminieri,Procellariiformes,Procellariidae,Puffinus,lherminieri
577,921,Little Shearwater,Petit Puffin,Puffinus assimilis,Procellariiformes,Procellariidae,Puffinus,assimilis
580,1090,Wilson's Storm-Petrel,Oc?anite de Wilson,Oceanites oceanicus,Procellariiformes,Hydrobatidae,Oceanites,oceanicus
583,1110,White-faced Storm-Petrel,Oc?anite fr?gate,Pelagodroma marina,Procellariiformes,Hydrobatidae,Pelagodroma,marina
586,1040,European Storm-Petrel,Oc?anite temp?te,Hydrobates pelagicus,Procellariiformes,Hydrobatidae,Hydrobates,pelagicus
589,1050,Fork-tailed Storm-Petrel,Oc?anite ? queue fourchue,Oceanodroma furcata,Procellariiformes,Hydrobatidae,Oceanodroma,furcata
598,1060,Leach's Storm-Petrel,Oc?anite cul-blanc,Oceanodroma leucorhoa,Procellariiformes,Hydrobatidae,Oceanodroma,leucorhoa
601,1080,Ashy Storm-Petrel,Oc?anite cendr?,Oceanodroma homochroa,Procellariiformes,Hydrobatidae,Oceanodroma,homochroa
604,1062,Band-rumped Storm-Petrel,Oc?anite de Castro,Oceanodroma castro,Procellariiformes,Hydrobatidae,Oceanodroma,castro
607,1063,Wedge-rumped Storm-Petrel,Oc?anite t?thys,Oceanodroma tethys,Procellariiformes,Hydrobatidae,Oceanodroma,tethys
610,1070,Black Storm-Petrel,Oc?anite noir,Oceanodroma melania,Procellariiformes,Hydrobatidae,Oceanodroma,melania
613,10090,Markham's Storm-Petrel,Oc?anite de Markham,Oceanodroma markhami,Procellariiformes,Hydrobatidae,Oceanodroma,markhami
619,1030,Least Storm-Petrel,Oc?anite minute,Oceanodroma microsoma,Procellariiformes,Hydrobatidae,Oceanodroma,microsoma
622,1120,White-tailed Tropicbird,Pha?ton ? bec jaune,Phaethon lepturus,Phaethontiformes,Phaethontidae,Phaethon,lepturus
625,1130,Red-billed Tropicbird,Pha?ton ? bec rouge,Phaethon aethereus,Phaethontiformes,Phaethontidae,Phaethon,aethereus
628,1131,Red-tailed Tropicbird,Pha?ton ? brins rouges,Phaethon rubricauda,Phaethontiformes,Phaethontidae,Phaethon,rubricauda
631,1890,Jabiru,Jabiru d'Am?rique,Jabiru mycteria,Ciconiiformes,Ciconiidae,Jabiru,mycteria
634,1880,Wood Stork,Tantale d'Am?rique,Mycteria americana,Ciconiiformes,Ciconiidae,Mycteria,americana
637,1280,Magnificent Frigatebird,Fr?gate superbe,Fregata magnificens,Suliformes,Fregatidae,Fregata,magnificens
640,1281,Great Frigatebird,Fr?gate du Pacifique,Fregata minor,Suliformes,Fregatidae,Fregata,minor
643,1282,Lesser Frigatebird,Fr?gate ariel,Fregata ariel,Suliformes,Fregatidae,Fregata,ariel
646,1140,Masked Booby,Fou masqu?,Sula dactylatra,Suliformes,Sulidae,Sula,dactylatra
649,1142,Nazca Booby,Fou de Grant,Sula granti,Suliformes,Sulidae,Sula,granti
652,1141,Blue-footed Booby,Fou ? pieds bleus,Sula nebouxii,Suliformes,Sulidae,Sula,nebouxii
655,1150,Brown Booby,Fou brun,Sula leucogaster,Suliformes,Sulidae,Sula,leucogaster
658,1160,Red-footed Booby,Fou ? pieds rouges,Sula sula,Suliformes,Sulidae,Sula,sula
661,1170,Northern Gannet,Fou de Bassan,Morus bassanus,Suliformes,Sulidae,Morus,bassanus
664,1220,Brandt's Cormorant,Cormoran de Brandt,Phalacrocorax penicillatus,Suliformes,Phalacrocoracidae,Phalacrocorax,penicillatus
667,1210,Neotropic Cormorant,Cormoran vigua,Phalacrocorax brasilianus,Suliformes,Phalacrocoracidae,Phalacrocorax,brasilianus
670,1200,Double-crested Cormorant,Cormoran ? aigrettes,Phalacrocorax auritus,Suliformes,Phalacrocoracidae,Phalacrocorax,auritus
673,1190,Great Cormorant,Grand Cormoran,Phalacrocorax carbo,Suliformes,Phalacrocoracidae,Phalacrocorax,carbo
676,1240,Red-faced Cormorant,Cormoran ? face rouge,Phalacrocorax urile,Suliformes,Phalacrocoracidae,Phalacrocorax,urile
679,1230,Pelagic Cormorant,Cormoran p?lagique,Phalacrocorax pelagicus,Suliformes,Phalacrocoracidae,Phalacrocorax,pelagicus
682,1207,unid. Cormorant,cormoran sp.,Phalacrocorax sp.,Suliformes,Phalacrocoracidae,Phalacrocorax,sp.
685,1180,Anhinga,Anhinga d'Am?rique,Anhinga anhinga,Suliformes,Anhingidae,Anhinga,anhinga
688,1250,American White Pelican,P?lican d'Am?rique,Pelecanus erythrorhynchos,Pelecaniformes,Pelecanidae,Pelecanus,erythrorhynchos
691,1260,Brown Pelican,P?lican brun,Pelecanus occidentalis,Pelecaniformes,Pelecanidae,Pelecanus,occidentalis
694,1014,Pinnated Bittern,Butor mirasol,Botaurus pinnatus,Pelecaniformes,Ardeidae,Botaurus,pinnatus
697,1900,American Bittern,Butor d'Am?rique,Botaurus lentiginosus,Pelecaniformes,Ardeidae,Botaurus,lentiginosus
700,20270,Yellow Bittern,Blongios de Chine,Ixobrychus sinensis,Pelecaniformes,Ardeidae,Ixobrychus,sinensis
703,1910,Least Bittern,Petit Blongios,Ixobrychus exilis,Pelecaniformes,Ardeidae,Ixobrychus,exilis
706,10130,Bare-throated Tiger-Heron,Onor? du Mexique,Tigrisoma mexicanum,Pelecaniformes,Ardeidae,Tigrisoma,mexicanum
709,1940,Great Blue Heron,Grand H?ron,Ardea herodias,Pelecaniformes,Ardeidae,Ardea,herodias
712,1920,Great White Heron,Grand H?ron (blanche),Ardea herodias occidentalis,Pelecaniformes,Ardeidae,Ardea,herodias occidentalis
715,1950,Gray Heron,H?ron cendr?,Ardea cinerea,Pelecaniformes,Ardeidae,Ardea,cinerea
718,1960,Great Egret,Grande Aigrette,Ardea alba,Pelecaniformes,Ardeidae,Ardea,alba
721,20340,Intermediate Egret,H?ron interm?diaire,Mesophoyx intermedia,Pelecaniformes,Ardeidae,Mesophoyx,intermedia
724,1962,Chinese Egret,Aigrette de Chine,Egretta eulophotes,Pelecaniformes,Ardeidae,Egretta,eulophotes
727,1961,Little Egret,Aigrette garzette,Egretta garzetta,Pelecaniformes,Ardeidae,Egretta,garzetta
730,1971,Western Reef-Heron,Aigrette ? gorge blanche,Egretta gularis,Pelecaniformes,Ardeidae,Egretta,gularis
733,1970,Snowy Egret,Aigrette neigeuse,Egretta thula,Pelecaniformes,Ardeidae,Egretta,thula
736,2000,Little Blue Heron,Aigrette bleue,Egretta caerulea,Pelecaniformes,Ardeidae,Egretta,caerulea
739,1990,Tricolored Heron,Aigrette tricolore,Egretta tricolor,Pelecaniformes,Ardeidae,Egretta,tricolor
